Name,Links,Date
Part 9b of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-2c-concept-of-resolution-and-confounding-8d9fa53c806d?source=your_stories_page-------------------------------------,4/29/2025
Heads of Data Schools in DataFrens,https://medium.com/@dr-alvin-ang/doe-part-2b-concept-of-fractional-factorial-design-and-plackett-burman-design-76be55f62e93?source=your_stories_page-------------------------------------,4/30/2025
Basic Filter in Power BI,https://medium.com/dev-genius/doe-part-1c-activity-for-simple-full-factorial-experiment-7d2d85557542?source=your_stories_page-------------------------------------,5/1/2025
Part 9a of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-1b-activity-for-simple-full-factorial-experiment-d30219c37aa0?source=your_stories_page-------------------------------------,5/2/2025
Step by Step: Meaning of Fact Table vs Dimension Table in Power BI,https://medium.com/dev-genius/datasets-for-data-science-9ea2e3775064?source=your_stories_page-------------------------------------,5/3/2025
Part 6b of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-6-scikit-learn-real-world-datasets-980abe984d3d?source=your_stories_page-------------------------------------,5/4/2025
Step by Step: Power BI DAX New Column — String Functions (LEN / Lower/ Upper),https://medium.com/dev-genius/learning-db-browser-part-7-611fec015e1b?source=your_stories_page-------------------------------------,5/5/2025
Part 8d of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/learning-db-browser-part-6-220834c063ad?source=your_stories_page-------------------------------------,5/6/2025
Step by Step: Power BI DAX New Column — Logical Functions (IF / OR / NOT),https://medium.com/@dr-alvin-ang/using-scikit-learn-mlp-to-classify-the-iris-dataset-12caa591159f?source=your_stories_page-------------------------------------,5/7/2025
Part 8c of Learning Power BI by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/alvins-photos-with-catholic-priests-18b972067659?source=your_stories_page-------------------------------------,5/8/2025
Step by Step: Power BI DAX New Column — Date Functions (Day / Year / Hour),https://medium.com/@dr-alvin-ang/timeline-of-jesus-death-on-good-friday-32f930d4c00d?source=your_stories_page-------------------------------------,5/9/2025
Part 8b of Learning Power BI by Dr. Alvin Ang,https://medium.com/insiderfinance/supervised-machine-learning-for-financial-trading-part-6a-using-simple-neural-network-with-keras-35ad183b6ac?source=your_stories_page-------------------------------------,5/10/2025
Step by Step: DAX New Measure — Aggregate Functions in Power BI (Sum / Max / Min),https://medium.com/gopenai/various-ways-of-inputting-shapes-d6aa58b75a0?source=your_stories_page-------------------------------------,5/11/2025
Part 8a of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/various-ways-of-train-test-splits-part-4-keras-way-4906d53af415?source=your_stories_page-------------------------------------,5/12/2025
Exploring the 2019 Airbnb Dataset,https://medium.com/dev-genius/various-ways-of-train-test-splits-part-3-using-sample-and-index-e11625cdda13?source=your_stories_page-------------------------------------,5/13/2025
Part 4 of Data Cleansing and EDA with Python by Dr. Alvin Ang,https://medium.com/dev-genius/various-ways-of-train-test-splits-part-2-using-split-f1b8f051936a?source=your_stories_page-------------------------------------,5/14/2025
Various Ways of Dropping / Choosing Columns using Pandas in Python,https://medium.com/dev-genius/various-ways-of-train-test-splits-part-1-using-scikit-learn-35ba30e459f6?source=your_stories_page-------------------------------------,5/15/2025
Part 12 of Simple Python by Dr. Alvin Ang,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-5-seaborn-datasets-5c1643c3a455?source=your_stories_page-------------------------------------,5/16/2025
Handling NaNs in a Population of Countries Dataset,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-4-keras-datasets-7b06dcca2630?source=your_stories_page-------------------------------------,5/17/2025
Part 3 of Data Cleansing with Python by Dr. Alvin Ang,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-3-github-seaborn-datasets-683e22b82f42?source=your_stories_page-------------------------------------,5/18/2025
Dataprep.ai with MissingNo,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-2-scikit-learn-toy-datasets-8a46a63f8be9?source=your_stories_page-------------------------------------,5/19/2025
Part 2 of Data Cleansing with Python by Dr. Alvin Ang,https://medium.com/dev-genius/various-places-to-get-datasets-for-machine-learning-part-1-uci-ml-library-cfe80d7dd1c1?source=your_stories_page-------------------------------------,5/20/2025
Google Colab Python Tricks,https://medium.com/insiderfinance/supervised-machine-learning-for-financial-trading-part-5-using-random-forest-classifier-dc108c202e7f?source=your_stories_page-------------------------------------,5/21/2025
Part 11 of Simple Python by Dr. Alvin Ang,https://medium.com/dev-genius/learning-random-forest-classification-using-iris-dataset-eeb930612e0e?source=your_stories_page-------------------------------------,5/22/2025
Mounting Google Drive in Colab,https://medium.com/python-in-plain-english/fast-way-to-create-a-2-column-dataframe-pred-y-vs-true-y-c88bc87bdded?source=your_stories_page-------------------------------------,5/23/2025
Part 10 of Simple Python by Dr. Alvin Ang,https://medium.com/insiderfinance/supervised-machine-learning-for-financial-trading-part-4-using-decision-tree-classifier-7db0c33fcdd0?source=your_stories_page-------------------------------------,5/24/2025
How to Import and Export CSV (using Pandas) and XLS Files in Google Colab with Python,https://medium.com/trading-data-analysis/imploring-yfinance-with-python-4cb47c9ff25b?source=your_stories_page-------------------------------------,5/25/2025
Part 9 of Simple Python by Dr. Alvin Ang,https://medium.com/dev-genius/understanding-random-forest-b2a543020800?source=your_stories_page-------------------------------------,5/26/2025
Setting and Resetting the INDEX for a Stock List DataFrame with Python,https://medium.com/dev-genius/using-random-forest-classifier-rfc-to-select-important-features-from-a-dataset-feature-selection-7fbf7a91eba7?source=your_stories_page-------------------------------------,5/27/2025
Part 6 of Python for Finance by Dr. Alvin Ang,https://medium.com/dev-genius/using-decision-tree-to-select-important-features-from-a-dataset-feature-selection-part-2-1f7b11464a08?source=your_stories_page-------------------------------------,5/28/2025
Setting and Resetting INDEX iris DataFrame with Python,https://medium.com/dev-genius/using-multiple-regression-model-to-select-important-features-from-a-dataset-ba2f0fa435aa?source=your_stories_page-------------------------------------,5/29/2025
Part 8 of Simple Python by Dr. Alvin Ang,https://medium.com/dev-genius/learning-decision-tree-classification-part-2-using-iris-dataset-57e81df271c4?source=your_stories_page-------------------------------------,5/30/2025
FINANCE LISTS,https://medium.com/dev-genius/learning-decision-tree-classification-part-1-understanding-the-concept-9c5d52790841?source=your_stories_page-------------------------------------,5/31/2025
Machine Learning (ML) LIST,https://medium.com/insiderfinance/machine-learning-for-financial-trading-part-3-using-multiple-regression-c70c5c6fc1eb?source=your_stories_page-------------------------------------,6/1/2025
SQL LISTS,https://medium.com/dev-genius/learning-multiple-regression-part-4-an-automobile-example-1017191838b0?source=your_stories_page-------------------------------------,6/2/2025
Data Visualization List,https://medium.com/dev-genius/learning-multiple-regression-part-3-an-advertising-example-50ff66c4a5b0?source=your_stories_page-------------------------------------,6/3/2025
TABLEAU,https://medium.com/dev-genius/learning-linear-regression-part-2-an-automobile-example-81a3fc69a075?source=your_stories_page-------------------------------------,6/4/2025
Deep Learning (DL) Lists,https://medium.com/dev-genius/learning-linear-regression-part-1-an-advertising-example-fce711e447f5?source=your_stories_page-------------------------------------,6/5/2025
Operations Research (OR) LIST,https://medium.com/insiderfinance/machine-learning-for-financial-trading-part-2-logistics-regression-32f1fea7a4dc?source=your_stories_page-------------------------------------,6/6/2025
\,https://medium.com/insiderfinance/machine-learning-for-financial-trading-part-1-steps-521c84533c9d?source=your_stories_page-------------------------------------,6/7/2025
EXCEL LISTS (for Wrangling),https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-11-classification-report-b0e00c7ae21f?source=your_stories_page-------------------------------------,6/8/2025
PYTHON LISTS,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-10-pr-curve-f23272a8e97c?source=your_stories_page-------------------------------------,6/9/2025
Step by Step: Using Multiple Regression to Select Important Features from a Dataset (with…,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-9-roc-auc-352dc6d33f85?source=your_stories_page-------------------------------------,6/10/2025
Part 1 of Feature Selection with Python by Dr. Alvin Ang,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-8-f1-score-8689103c5f0e?source=your_stories_page-------------------------------------,6/11/2025
Assessing Privacy Impact through Mapping the Data Lifecycle,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-7-specificity-7d4a44fcdf6f?source=your_stories_page-------------------------------------,6/12/2025
by Patrick Oh (rewritten by Alvin Ang),https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-6-recall-sensitivity-83cbfa9e029c?source=your_stories_page-------------------------------------,6/13/2025
Navigating PDPA Compliance: Understanding Singapore’s Data Protection Regulations,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-5-precision-36cc1dc5fe7b?source=your_stories_page-------------------------------------,6/14/2025
Seamlessly Integrating Privacy Compliance with Privacy by Design,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-4-accuracy-86c8af94318f?source=your_stories_page-------------------------------------,6/15/2025
Prioritizing Performance Management Over Competency Assessment,https://medium.com/dev-genius/matplotlib-and-seaborn-styles-setting-options-ec5f5dc8b134?source=your_stories_page-------------------------------------,6/16/2025
Key Aspects of Compliance with the Personal Data Protection Act (PDPA),https://medium.com/python-in-plain-english/pandas-dataframe-setting-options-97a4c494727c?source=your_stories_page-------------------------------------,6/17/2025
The Challenges of Peer Appraisal in Asian Workplace Culture,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-3-confusion-matrix-75144e033e38?source=your_stories_page-------------------------------------,6/18/2025
"Performance Management for ESG (Environmental, Social, and Governance) Objectives",https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-2-r2-c48d10b8e659?source=your_stories_page-------------------------------------,6/19/2025
Performance Evaluation Versus Individual Assessment: Understanding the Distinction,https://medium.com/dev-genius/performance-metrics-for-machine-learning-models-part-1-regression-models-a92d61ec12f?source=your_stories_page-------------------------------------,6/20/2025
The Significance of Performance Management for Organizations,https://medium.com/dev-genius/learning-logistic-regression-part-3-a-diabetes-example-34711e72fa35?source=your_stories_page-------------------------------------,6/21/2025
"Step 1: Aligning Organizational Operations with Vision, Mission, and Core Values in Performance…",https://medium.com/dev-genius/learning-logistic-regression-part-2-12b101f59e53?source=your_stories_page-------------------------------------,6/22/2025
Distinguishing Between a Privacy Notice and a Privacy Policy,https://medium.com/dev-genius/learning-logistics-regression-part-1-d12eb6bf53f5?source=your_stories_page-------------------------------------,6/23/2025
Challenges and Models in Validating Core Skills,https://medium.com/dev-genius/how-to-print-neat-json-dictionary-formats-d60f9e08a4cd?source=your_stories_page-------------------------------------,6/24/2025
Performance Management: Maximizing Organizational Effectiveness,https://medium.com/dev-genius/minmax-scaler-standard-scaler-normalizer-in-scikit-learn-cba62a79db3a?source=your_stories_page-------------------------------------,6/25/2025
Navigating with Clarity in Compliance,https://medium.com/insiderfinance/learning-pyfolio-c5d681356f7?source=your_stories_page-------------------------------------,6/26/2025
by Patrick Oh (edited by Alvin Ang),https://medium.com/python-in-plain-english/finding-the-minimum-number-from-a-list-using-self-defined-function-6ee48d7af643?source=your_stories_page-------------------------------------,6/27/2025
Using LabelEncoder() on Iris Dataset in Python,https://medium.com/trading-data-analysis/is-there-a-correlation-in-stock-prices-between-dbs-and-uob-33ee07519edb?source=your_stories_page-------------------------------------,6/28/2025
Part 5 of Machine Learning Sub Topics by Dr. Alvin Ang,https://medium.com/datafrens-sg/list-of-heads-of-data-in-datafrens-44e666c71208?source=your_stories_page-------------------------------------,6/29/2025
The Craziest Longest List of Tech Companies You Can Ever Find…(work in progress…),https://medium.com/gopenai/understanding-bias-variance-tradeoff-in-python-382fd7e4cfaa?source=your_stories_page-------------------------------------,6/30/2025
for the DataFrens community!,https://medium.com/trading-data-analysis/learning-ta-lib-in-python-c8ca7373df5?source=your_stories_page-------------------------------------,7/1/2025
Some Great Publications You May Consider Submitting Your Articles To…,https://medium.com/dev-genius/learning-db-browser-part-5-aae95bee2640?source=your_stories_page-------------------------------------,7/2/2025
Photography in Public Spaces: Understanding Singapore’s Media Laws,https://medium.com/dev-genius/learning-db-browser-part-4-25bb9048ba2b?source=your_stories_page-------------------------------------,7/3/2025
by Patick Oh (rewritten by Alvin Ang),https://medium.com/dev-genius/learning-db-browser-part-3-1d627c26d622?source=your_stories_page-------------------------------------,7/4/2025
Max Presents at DataBricks Conference 2023,https://medium.com/dev-genius/learning-db-browser-part-2-edf960dabe7b?source=your_stories_page-------------------------------------,7/5/2025
oh and did i mention that he’s the Head of Data at Getgo??!!,https://medium.com/dev-genius/learning-db-browser-part-1-af024c1a46b?source=your_stories_page-------------------------------------,7/6/2025
List of DataFrens Medium Writers,https://medium.com/dev-genius/learning-sqlite-studio-part-9-691d19982a5a?source=your_stories_page-------------------------------------,7/7/2025
Step by Step: SumIF in Excel,https://medium.com/dev-genius/learning-sqlite-studio-part-8-a3596dcd6a84?source=your_stories_page-------------------------------------,7/8/2025
Part 4 of IF in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/learning-sqlite-studio-part-7-c798c121e8c3?source=your_stories_page-------------------------------------,7/9/2025
Step by Step: AverageIF in Excel,https://medium.com/gopenai/learning-tensorflow-playground-4222f8b56464?source=your_stories_page-------------------------------------,7/10/2025
Part 3 of IF in Excel by Dr. Alvin Ang,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-10-2342482694c6?source=your_stories_page-------------------------------------,7/11/2025
Step by Step: CountIF in Excel,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-9-b513b05a62b4?source=your_stories_page-------------------------------------,7/12/2025
Part 2 of IF in Excel by Dr. Alvin Ang,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-8-93456522a1c4?source=your_stories_page-------------------------------------,7/13/2025
Step by Step: Using IF in Excel,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-7-f2cc9c10c8d8?source=your_stories_page-------------------------------------,7/14/2025
Part 1 of IF in Excel by Dr. Alvin Ang,https://medium.com/python-in-plain-english/how-to-use-pivottablejs-f8ab8491bb80?source=your_stories_page-------------------------------------,7/15/2025
Step by Step: Protecting Your Excel Workbook,https://medium.com/python-in-plain-english/how-to-use-code-beautifiers-like-black-and-code-beautify-b0fe1d55a665?source=your_stories_page-------------------------------------,7/16/2025
Part 3 of Learning Excel by Dr. Alvin Ang,https://medium.com/python-in-plain-english/converting-json-to-csv-from-scikit-learn-datasets-95477fb0c6f8?source=your_stories_page-------------------------------------,7/17/2025
Step by Step: Creating a Dependent Drop Down List in Excel,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-6-e1e4b0814beb?source=your_stories_page-------------------------------------,7/18/2025
Part 9 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/learning-sqlite-studio-part-6-b1e164eea645?source=your_stories_page-------------------------------------,7/19/2025
Step by Step: Creating a Dynamic Drop Down List in Excel,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-5-627474734a5a?source=your_stories_page-------------------------------------,7/20/2025
Part 8 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-4-b79f171f4a79?source=your_stories_page-------------------------------------,7/21/2025
Step by Step: Creating a Drop Down List in Excel,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-3-c061abfe655f?source=your_stories_page-------------------------------------,7/22/2025
Part 7 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-part-2-ab15bc1a5974?source=your_stories_page-------------------------------------,7/23/2025
Step by Step: Preventing User from Keying in Wrong Product Code Formats,https://medium.com/gopenai/artificial-neural-networks-ann-how-it-works-bb59047a141c?source=your_stories_page-------------------------------------,7/24/2025
Part 6 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/datafrens-sg/how-to-create-the-best-and-worst-customers-in-sample-superstore-viz-deebcdc123d8?source=your_stories_page-------------------------------------,7/25/2025
Step by Step: Preventing User from Keying in Duplicate Entries in Excel,https://medium.com/datafrens-sg/identifying-the-best-and-worst-customers-in-sample-superstore-e3af95f0ac55?source=your_stories_page-------------------------------------,7/26/2025
Part 5 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/learning-sqlite-studio-part-5-ecb086140a7d?source=your_stories_page-------------------------------------,7/27/2025
Step by Step: Preventing User from Keying In a Disallowed Budget in Excel,https://medium.com/dev-genius/learning-sqlite-studio-part-4-ff4009999fc3?source=your_stories_page-------------------------------------,7/28/2025
Part 4 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/learning-sqlite-studio-part-3-720e0f2062f4?source=your_stories_page-------------------------------------,7/29/2025
Step by Step: Preventing User from Keying In Disallowed Dates in Excel,https://medium.com/dev-genius/learning-sqlite-studio-part-2-3c1ac5037f9?source=your_stories_page-------------------------------------,7/30/2025
Part 3 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/learning-sqlite-studio-part-1-6d16aa96160f?source=your_stories_page-------------------------------------,7/31/2025
Step by Step: Rejecting Invalid Dates in Excel,https://medium.com/python-in-plain-english/how-to-perform-simple-facial-recognition-on-photos-using-python-by-tech-with-tim-2a27781efbe4?source=your_stories_page-------------------------------------,8/1/2025
Part 2 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/comparison-of-4-sequencing-rules-33921f5f60f0?source=your_stories_page-------------------------------------,8/2/2025
Step by Step: Setting Up and Deleting Data Validation in Excel,https://medium.com/@dr-alvin-ang/longest-processing-time-lpt-sequencing-19b3603c7686?source=your_stories_page-------------------------------------,8/3/2025
Part 1 of Data Validation in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/earliest-due-date-edd-sequencing-b1ecd652746c?source=your_stories_page-------------------------------------,8/4/2025
Step by Step: Extracting Unique Rows in Excel,https://medium.com/@dr-alvin-ang/meaning-of-indicators-for-sequencing-995be9da2ebc?source=your_stories_page-------------------------------------,8/5/2025
Part 3 of Data Cleansing in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/shortest-processing-time-spt-sequencing-3e4c1995f43d?source=your_stories_page-------------------------------------,8/6/2025
Step by Step: Removing Duplicates in Excel,https://medium.com/@dr-alvin-ang/first-come-first-serve-fcfs-sequencing-1cc5f412d6bc?source=your_stories_page-------------------------------------,8/7/2025
Part 2 of Data Cleansing in Excel by Dr. Alvin Ang,https://medium.com/nerd-for-tech/maximal-flow-algorithm-with-excel-c3ed88544a85?source=your_stories_page-------------------------------------,8/8/2025
Step by Step: Filtering Data using Data Forms in Excel,https://medium.com/dev-genius/maximal-flow-algorithm-by-hand-example-2-c1f29057723b?source=your_stories_page-------------------------------------,8/9/2025
Part 10 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/maximal-flow-algorithm-by-hand-example-1-cd1bfc6aa963?source=your_stories_page-------------------------------------,8/10/2025
Step by Step: Filtering Data using Outline in Excel,https://medium.com/@dr-alvin-ang/shortest-path-algorithm-using-excel-7a50dfd855ae?source=your_stories_page-------------------------------------,8/11/2025
Part 9 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/shortest-path-algorithm-by-hand-example-2-389afe4961a0?source=your_stories_page-------------------------------------,8/12/2025
Step by Step: Advanced Filtering in Excel (using Criteria and Formula),https://medium.com/dev-genius/minimal-spanning-tree-example-2-3afee0b8b998?source=your_stories_page-------------------------------------,8/13/2025
Part 8 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/minimal-spanning-tree-96f14dad15ec?source=your_stories_page-------------------------------------,8/14/2025
Step by Step: Filtering Dates in Excel,https://medium.com/datafrens-sg/how-to-design-a-factory-layout-3-4c5a3743e9eb?source=your_stories_page-------------------------------------,8/15/2025
Part 7 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/datafrens-sg/how-to-design-a-factory-layout-2-ce5f73fcc9af?source=your_stories_page-------------------------------------,8/16/2025
Step by Step: Filtering Text in Excel,https://medium.com/datafrens-sg/how-to-design-a-factory-layout-1-20b2a9056edf?source=your_stories_page-------------------------------------,8/17/2025
Part 6 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/creating-simple-animation-with-flexsim-2bdbdc6a9ada?source=your_stories_page-------------------------------------,8/18/2025
Step by Step: Filtering Numbers in Excel,https://medium.com/dev-genius/a-brief-comparison-of-three-simulation-software-83feb7cc281a?source=your_stories_page-------------------------------------,8/19/2025
Part 5 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/dax-in-power-bi-e9a8b6a06ea2?source=your_stories_page-------------------------------------,8/20/2025
Step by Step: Quick Filters in Excel,https://medium.com/dev-genius/population-of-countries-dashboard-with-power-bi-361020d400c3?source=your_stories_page-------------------------------------,8/21/2025
Part 4 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/relationships-in-power-bi-827fc83aec7d?source=your_stories_page-------------------------------------,8/22/2025
Step by Step: Sort by Color in Excel,https://medium.com/dev-genius/chocolate-sales-dashboard-3-with-power-bi-7455cd03a97c?source=your_stories_page-------------------------------------,8/23/2025
Part 3 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/chocolate-sales-dashboard-2-with-power-bi-45d5f933df3d?source=your_stories_page-------------------------------------,8/24/2025
Step by Step: Customized Sorting within Excel,https://medium.com/dev-genius/chocolate-sales-dashboard-with-power-bi-4ce160106ee4?source=your_stories_page-------------------------------------,8/25/2025
Part 2 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/call-center-dashboard-with-power-bi-98a54145d3e7?source=your_stories_page-------------------------------------,8/26/2025
Step by Step: Sorting Columns in Excel,https://medium.com/dev-genius/hr-dashboard-with-power-bi-82c5ffc6a8ac?source=your_stories_page-------------------------------------,8/27/2025
Part 1 of Sorting and Filtering in Excel by Dr. Alvin Ang,https://medium.com/datadriveninvestor/forecasting-part-v-6d07288fecbd?source=your_stories_page-------------------------------------,8/28/2025
Step by Step: Drawing a Frequency Distribution using a Pivot Chart,https://medium.com/datadriveninvestor/forecasting-part-iv-7083e232d906?source=your_stories_page-------------------------------------,8/29/2025
Part 9 of Pivot Tables and Pivot Charts by Dr. Alvin Ang,https://medium.com/datadriveninvestor/forecasting-part-iii-db416ef4e31d?source=your_stories_page-------------------------------------,8/30/2025
Step by Step: Multi Level Pivot Tables in Excel,https://medium.com/datadriveninvestor/forecasting-part-ii-c634549e0038?source=your_stories_page-------------------------------------,8/31/2025
Part 8 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/datadriveninvestor/forecasting-part-i-93923ed2b019?source=your_stories_page-------------------------------------,9/1/2025
Step by Step: Grouping Pivot Table Dates within Pivot Tables in Excel,https://medium.com/@dr-alvin-ang/linear-programming-part-iv-9fc1fa9da786?source=your_stories_page-------------------------------------,9/2/2025
Part 7 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/linear-programming-part-iii-8e7b95c26f7b?source=your_stories_page-------------------------------------,9/3/2025
Step by Step: Calculated Fields and Calculated Item within Pivot Tables in Excel,https://medium.com/dev-genius/changing-colour-schemes-and-hiding-stuff-79d728c46b93?source=your_stories_page-------------------------------------,9/4/2025
Part 6 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/linear-programming-part-ii-9a8d3f2bb1bf?source=your_stories_page-------------------------------------,9/5/2025
Step by Step: Inserting Slicers into Pivot Tables within Excel,https://medium.com/dev-genius/how-to-draw-a-simple-geographical-heatmap-in-excel-368df42a815c?source=your_stories_page-------------------------------------,9/6/2025
Part 5 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/linear-programming-part-i-aa23f0156138?source=your_stories_page-------------------------------------,9/7/2025
Step by Step: Creating a Pivot Chart in Excel,https://medium.com/datafrens-sg/subjects-i-teach-d13627662d27?source=your_stories_page-------------------------------------,9/8/2025
Part 4 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/vlookup-hlookup-xlookup-offset-index-dd7d6d53f88e?source=your_stories_page-------------------------------------,9/9/2025
Step by Step: Creating a Pivot Chart From a Pivot Table,https://medium.com/@dr-alvin-ang/if-and-or-ifs-countif-avgif-sumif-1c64e8bde77e?source=your_stories_page-------------------------------------,9/10/2025
Part 3 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/datafrens-sg/using-date-functions-in-excel-4bffaac41cb4?source=your_stories_page-------------------------------------,9/11/2025
Step by Step: Creating Pivot Tables using an External Data Source in Excel,https://medium.com/@dr-alvin-ang/data-validation-402ddd3ade98?source=your_stories_page-------------------------------------,9/12/2025
Part 2 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/tables-and-conditional-formatting-ec0e588d2c8b?source=your_stories_page-------------------------------------,9/13/2025
Step by Step: Creating Pivot Tables using Recommended Pivot Tables in Excel,https://medium.com/python-in-plain-english/updating-staff-records-using-object-oriented-programming-oop-with-python-a2f65a97dd93?source=your_stories_page-------------------------------------,9/14/2025
Part 1 of Pivot Tables and Pivot Charts in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/sorting-and-filtering-in-excel-d1779b6cd3b6?source=your_stories_page-------------------------------------,9/15/2025
Step by Step: Creating a Heat Map in Excel,https://medium.com/dev-genius/splitting-text-and-protecting-excel-workbook-4b02d076f550?source=your_stories_page-------------------------------------,9/16/2025
Part 18 of Charting with Excel by Dr. Alvin Ang,https://medium.com/dev-genius/dashboarding-with-excel-part-2-372774dd2de5?source=your_stories_page-------------------------------------,9/17/2025
Step by Step: Shading Alternate Rows in Excel,https://medium.com/dev-genius/dashboarding-with-excel-part-1-caad6528e109?source=your_stories_page-------------------------------------,9/18/2025
Part 7 of Conditional Formatting in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/creating-a-sports-olympic-interactive-dashboard-using-excel-24e733946926?source=your_stories_page-------------------------------------,9/19/2025
Step by Step: Finding Duplicates in Excel,https://medium.com/python-in-plain-english/creating-a-function-to-calculate-tax-and-discount-amount-using-python-82706f5a2b50?source=your_stories_page-------------------------------------,9/20/2025
Part 1 of Data Cleansing in Excel by Dr. Alvin Ang,https://medium.com/dev-genius/creating-an-interactive-revenue-dashboard-with-excel-345d194d96b2?source=your_stories_page-------------------------------------,9/21/2025
Step by Step: Icon Sets in Excel,https://medium.com/@dr-alvin-ang/how-to-use-fuzzy-lookup-in-excel-400cc177784c?source=your_stories_page-------------------------------------,9/22/2025
Part 6 of Conditional Formatting in Excel by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/doe-part-6-steps-to-successful-implementation-of-doe-and-faqs-4c815a1405b1?source=your_stories_page-------------------------------------,9/23/2025
Step by Step: Color Scales in Excel,https://medium.com/dev-genius/doe-part-5-taguchi-method-b10dd9232bad?source=your_stories_page-------------------------------------,9/24/2025
Part 5 of Conditional Formatting with Excel by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-4-mixture-designs-11d74bdfe0ca?source=your_stories_page-------------------------------------,9/25/2025
Step by Step: Data Bars with Excel,https://medium.com/dev-genius/doe-part-3-response-surface-methods-dabc512c256d?source=your_stories_page-------------------------------------,9/26/2025
Part 4 of Conditional Formatting with Excel by Dr. Alvin Ang,https://medium.com/dev-genius/definitions-of-design-of-experiments-doe-78903ab6eda0?source=your_stories_page-------------------------------------,9/27/2025
Step by Step: Conditional Formatting with Formulas in Excel,https://medium.com/dev-genius/introduction-to-design-of-experiements-with-minitab-4181c17f15bb?source=your_stories_page-------------------------------------,9/28/2025
